1000
25,38
-70,-95
-18,59
67,30
27,-32
53,-4
23,52
-92,-11
-8,3
79,49
-91,35
91,47
-25,-24
-45,56
91,69
-2,-47
66,-37
-75,-23
-47,28
7,13
-41,-33
-15,-17
28,-12
91,27
22,82
-93,-8
31,-49
48,89
46,-18
29,-95
3,-90
38,58
69,0
30,-41
26,30
-64,64
96,-35
-11,42
-51,8
-81,86
-15,28
-66,-91
62,-94
21,14
15,-65
31,71
98,1
-90,-51
28,26
13,-72
58,31
-100,92
46,-58
-5,-34
61,-94
40,-62
-37,43
20,75
76,29
96,63
79,-85
44,-9
99,-36
65,-6
-45,-60
-87,22
94,90
-72,53
28,-58
-38,19
10,-46
53,8
-5,-8
7,-45
80,-66
-28,99
30,50
-52,42
87,8
92,-19
-23,-100
-89,20
93,-83
-57,-28
14,67
-53,33
-34,-23
-48,25
-38,-64
96,6
56,10
13,-80
67,-87
92,-56
42,-14
66,-81
-51,81
-58,9
-58,-68
14,-23
-52,-65
40,-87
87,39
32,-47
-3,23
-21,50
12,-15
24,66
-13,91
52,79
-75,98
29,-72
-100,-73
-16,-15
-65,42
-18,-71
21,18
-43,21
69,-1
-68,-72
-19,38
47,-82
-94,-85
7,63
-44,-25
-78,-49
-21,35
-48,-50
5,11
-87,59
-45,-54
-82,54
-59,-50
-71,93
-73,-97
97,87
58,24
-3,-14
-49,10
-78,85
20,20
-71,60
20,-70
49,85
-34,-93
-85,-43
-14,-27
73,-66
20,93
77,56
85,13
35,-47
-23,-65
-7,55
-63,66
98,94
-11,-72
-61,34
-83,-42
-66,-90
0,-56
27,-80
87,39
0,-16
50,-38
65,-42
33,-35
99,-93
84,75
-18,-16
36,94
47,-1
-91,-79
68,-42
-67,-62
-83,-38
58,66
-44,41
85,15
-35,38
35,-92
-96,74
-100,40
-39,-77
-72,-68
50,-59
75,49
-26,6
-4,-73
-90,66
71,-58
-50,12
-55,3
-1,66
-91,-43
-79,-32
9,43
49,27
89,72
-1,-32
59,44
-71,-99
-12,75
-14,-91
-8,49
-55,58
4,-1
67,-8
57,-8
29,-3
-60,-6
-87,71
-90,-19
32,-68
99,46
16,23
28,42
-94,-74
-88,-51
-77,-30
-84,-10
-26,-40
-88,-38
63,-90
76,-44
69,-4
-57,-98
-73,-35
31,-42
90,-94
-57,-46
